"LGA_2016","Local Government Areas - 2016","SEIFAINDEXTYPE","Index Type","SEIFA_MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",48,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",1,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",9,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",4,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",2,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",14,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",693,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",997,,
"61510","Derwent Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",10021,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",886,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",61,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",2,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",12,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",7,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",3,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",24,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",623,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1071,,
"61610","Devonport (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",24696,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",897,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",70,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",2,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",13,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",10,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",4,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",34,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",784,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",989,,
"61810","Dorset (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",6617,,
"62010","Flinders (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",961,,
"62010","Flinders (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",284,,
"62010","Flinders (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",6,,
"62010","Flinders (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",53,,
"62010","Flinders (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",24,,
"62010","Flinders (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",9,,
"62010","Flinders (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",81,,
"62010","Flinders (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",722,,
"62010","Flinders (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",989,,
"62010","Flinders (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",906,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",848,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",37,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",1,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",7,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",1,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",1,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",4,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",694,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1002,,
"62210","George Town (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",6764,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",920,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",120,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",3,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",23,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",16,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",6,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",54,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",774,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1001,,
"62410","Glamorgan/Spring Bay (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",4400,,
"62610","Glenorchy (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",890,,
"62610","Glenorchy (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",64,,
"62610","Glenorchy (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",2,,
"62610","Glenorchy (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",12,,
"62610","Glenorchy (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",8,,
"62610","Glenorchy (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",3,,
"62610","Glenorchy (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",27,,
"62610","Glenorchy (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",720,,
"62610","Glenorchy (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1027,,
"62610","Glenorchy (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",46253,,
"62810","Hobart (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",1054,,
"62810","Hobart (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",485,,
"62810","Hobart (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",9,,
"62810","Hobart (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",89,,
"62810","Hobart (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",29,,
"62810","Hobart (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",10,,
"62810","Hobart (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",97,,
"62810","Hobart (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",897,,
"62810","Hobart (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1149,,
"62810","Hobart (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",50439,,
"63010","Huon Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",943,,
"63010","Huon Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",206,,
"63010","Huon Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",4,,
"63010","Huon Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",38,,
"63010","Huon Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",22,,
"63010","Huon Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",8,,
"63010","Huon Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",74,,
"63010","Huon Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",822,,
"63010","Huon Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1072,,
"63010","Huon Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",16199,,
"63210","Kentish (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",918,,
"63210","Kentish (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",114,,
"63210","Kentish (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",3,,
"63210","Kentish (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",21,,
"63210","Kentish (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",15,,
"63210","Kentish (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",6,,
"63210","Kentish (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",51,,
"63210","Kentish (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",790,,
"63210","Kentish (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1012,,
"63210","Kentish (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",6128,,
"63410","King Island (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",964,,
"63410","King Island (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",291,,
"63410","King Island (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",6,,
"63410","King Island (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",54,,
"63410","King Island (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",25,,
"63410","King Island (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",9,,
"63410","King Island (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",84,,
"63410","King Island (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",916,,
"63410","King Island (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",993,,
"63410","King Island (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",1585,,
"63610","Kingborough (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",1021,,
"63610","Kingborough (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",450,,
"63610","Kingborough (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",9,,
"63610","Kingborough (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",83,,
"63610","Kingborough (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",28,,
"63610","Kingborough (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",10,,
"63610","Kingborough (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",94,,
"63610","Kingborough (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",818,,
"63610","Kingborough (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1120,,
"63610","Kingborough (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",35853,,
"63810","Latrobe (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",939,,
"63810","Latrobe (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",190,,
"63810","Latrobe (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",4,,
"63810","Latrobe (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",35,,
"63810","Latrobe (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",21,,
"63810","Latrobe (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",8,,
"63810","Latrobe (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",71,,
"63810","Latrobe (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",819,,
"63810","Latrobe (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1021,,
"63810","Latrobe (M) (Tas.)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",10699,,
"64010","Launceston (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",926,,
"64010","Launceston (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",130,,
"64010","Launceston (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",3,,
"64010","Launceston (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",24,,
"64010","Launceston (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",17,,
"64010","Launceston (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",6,,
"64010","Launceston (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",57,,
"64010","Launceston (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",607,,
"64010","Launceston (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1123,,
"64010","Launceston (C)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",65274,,
"64210","Meander Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",951,,
"64210","Meander Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",241,,
"64210","Meander Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",5,,
"64210","Meander Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",45,,
"64210","Meander Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",23,,
"64210","Meander Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",8,,
"64210","Meander Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",77,,
"64210","Meander Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",813,,
"64210","Meander Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1054,,
"64210","Meander Valley (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",19282,,
"64610","Northern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",933,,
"64610","Northern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",159,,
"64610","Northern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",3,,
"64610","Northern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",30,,
"64610","Northern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",19,,
"64610","Northern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",7,,
"64610","Northern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",64,,
"64610","Northern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",753,,
"64610","Northern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1075,,
"64610","Northern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",12822,,
"64810","Sorell (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",934,,
"64810","Sorell (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",162,,
"64810","Sorell (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",3,,
"64810","Sorell (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",30,,
"64810","Sorell (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",20,,
"64810","Sorell (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",7,,
"64810","Sorell (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",67,,
"64810","Sorell (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",808,,
"64810","Sorell (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1015,,
"64810","Sorell (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",14414,,
"65010","Southern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",907,,
"65010","Southern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",92,,
"65010","Southern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",2,,
"65010","Southern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",17,,
"65010","Southern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",13,,
"65010","Southern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",5,,
"65010","Southern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",44,,
"65010","Southern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",807,,
"65010","Southern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",975,,
"65010","Southern Midlands (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",6043,,
"65210","Tasman (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",907,,
"65210","Tasman (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",91,,
"65210","Tasman (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",2,,
"65210","Tasman (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",17,,
"65210","Tasman (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",12,,
"65210","Tasman (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",5,,
"65210","Tasman (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",41,,
"65210","Tasman (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",841,,
"65210","Tasman (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",978,,
"65210","Tasman (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",2372,,
"65410","Waratah/Wynyard (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","SCORE","Score","2016","2016",906,,
"65410","Waratah/Wynyard (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAR","Rank within Australia","2016","2016",89,,
"65410","Waratah/Wynyard (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAD","Rank within Australia - Decile","2016","2016",2,,
"65410","Waratah/Wynyard (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWAP","Rank within Australia - Percentile","2016","2016",17,,
"65410","Waratah/Wynyard (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSR","Rank within State or Territory","2016","2016",11,,
"65410","Waratah/Wynyard (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSD","Rank within State or Territory - Decile","2016","2016",4,,
"65410","Waratah/Wynyard (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","RWSP","Rank within State or Territory - Percentile","2016","2016",37,,
"65410","Waratah/Wynyard (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MINS","Minimum score for SA1s in area","2016","2016",767,,
"65410","Waratah/Wynyard (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","MAXS","Maximum score for SA1s in area","2016","2016",1024,,
"65410","Waratah/Wynyard (M)","IRSAD","Index of Relative Socio-economic Advantage and Disadvantage","URP","Usual resident population","2016","2016",13578,,
